totalsum,number_stops,Max_to_depot,Min_to_depot,vehicle_cap,greedy_total_sum,real_km_order,chosen_company,chosen_candidate
5397.167399999999,43,206.5204,26.6365,8,61233.1032,64.00498095238096,Elite Consulting,Swift Partners
3908.4294999999997,29,186.89339999999999,24.7455,3,14395.2795,100.15295357142857,NextGen Networks,NextGen Corporation
2855.0973,20,218.9364,38.4785,19,10130.8677,62.112594736842105,Dynamic Consulting,Modern Solutions
1633.4886,16,141.4038,20.246599999999997,2,6502.108299999999,138.9547466666667,Elite Corporation,Global Partners
1463.3537999999999,11,181.12429999999998,18.4984,15,3444.5814,66.98206,Modern Networks,Pioneer Networks
5645.468699999999,34,203.2633,35.768800000000006,7,42044.9095,71.87326363636363,Modern Technologies,Global Ventures
4546.700600000001,41,166.76160000000002,22.472900000000003,10,42462.1274,42.5769125,NextGen Solutions,Dynamic Networks
4254.7579000000005,26,203.2633,35.768800000000006,16,23355.9306,64.933976,Global Ventures,Global Networks
5293.964199999999,42,191.8074,23.2647,14,55989.24280000001,45.657534146341455,Green Networks,Modern Consulting
1886.6089,14,202.2859,18.5871,4,6628.520200000001,102.17919230769232,Innovative Consulting,Visionary Solutions
3700.2928,25,206.5204,26.6365,16,14162.179099999998,66.50873750000001,Modern Solutions,Elite Consulting
6065.923500000001,45,196.8049,6.0635,8,73286.26929999999,49.38842272727274,Innovative Industries,Dynamic Partners
4195.4851,33,218.1173,20.3042,19,24417.113599999997,45.363128125,Swift Technologies,Innovative Ventures
3228.6180999999992,25,206.223,6.029,14,10133.1655,50.855775,Dynamic Corporation,Global Group
3060.5074,25,197.49470000000002,42.6907,12,16645.5489,57.40887916666667,Modern Ventures,Green Technologies
4445.6822,32,207.52620000000002,27.642599999999998,7,34873.6681,78.66778387096775,NextGen Enterprises,Dynamic Solutions
5040.595400000002,38,197.49470000000002,21.6397,8,47981.8647,47.827502702702695,Green Ventures,Green Technologies
3496.6777999999995,30,179.8611,23.2793,16,18847.558,43.60237931034483,Global Corporation,Innovative Enterprises
3371.4741,31,200.5804,11.5065,3,19380.7453,92.22633333333333,Global Enterprises,Global Consulting
4521.5479,36,200.5804,34.586,4,44066.6332,74.42497142857144,Pioneer Industries,Pioneer Ventures
1721.9361,15,181.12429999999998,31.343,18,5978.2384999999995,64.54147142857144,Global Networks,Pioneer Networks
5948.924100000002,45,196.8049,10.9535,2,67633.4424,149.47915454545452,Visionary Ventures,Dynamic Partners
3308.5064,27,191.8074,23.2647,13,13879.9257,57.45202692307692,Green Enterprises,Modern Consulting
2501.7089999999994,23,197.49470000000002,6.029,3,9501.300799999999,92.74072727272727,Green Technologies,Global Group
5225.946399999999,40,203.2633,23.7904,12,52432.964,48.87941794871795,Modern Technologies,Visionary Ventures
3231.3406,27,186.89339999999999,23.7904,9,14340.9427,65.5200923076923,Visionary Ventures,Green Enterprises
4309.1071,35,231.68210000000002,19.201700000000002,16,41318.16530000001,47.99872352941177,Green Group,Pioneer Partners
3109.0614999999993,26,218.1173,42.6907,13,18746.6904,60.499848,Green Technologies,Swift Technologies
5011.729899999999,39,200.5804,19.6895,11,48068.0032,47.849668421052634,Pioneer Industries,Global Consulting
4357.489999999999,39,195.7226,6.0635,9,50504.129499999995,46.84144473684211,Green Group,Innovative Industries
1293.2076000000002,12,166.76160000000002,64.4246,2,5174.3189,149.9984,Green Enterprises,Innovative Solutions
5144.472799999999,45,195.7226,6.0635,18,70579.5509,38.2037,Swift Partners,Innovative Industries
2537.5446,21,167.5736,9.097700000000001,14,10854.777699999999,53.034965,Swift Corporation,Swift Solutions
4397.8276000000005,36,196.1896,21.6397,11,38731.1618,49.428520000000006,NextGen Solutions,Green Ventures
6336.4138,47,199.90210000000002,18.860599999999998,2,66083.87890000001,115.70070652173915,Elite Group,Innovative Corporation
5742.726600000002,42,205.54670000000002,20.246599999999997,17,60311.948899999996,51.83201951219512,Global Industries,Modern Partners
3446.8406,29,181.1997,12.0148,14,18453.922499999997,45.24949642857143,Visionary Networks,Global Corporation
4317.1179999999995,35,173.0015,20.3042,4,30822.2028,113.51962647058824,Global Networks,Innovative Ventures
4937.2414,43,205.54670000000002,22.8515,8,62179.770599999996,78.5395119047619,Global Industries,Swift Partners
947.7361999999999,10,198.9304,38.4785,7,2826.3424000000005,83.81516666666666,Modern Solutions,Swift Industries
3111.788200000001,29,207.4666,21.381700000000002,17,16187.0053,45.60056428571429,Dynamic Technologies,Pioneer Group
3891.8505999999993,30,196.8049,10.9535,11,21026.838299999996,68.86167931034483,Dynamic Partners,Modern Ventures
2660.4192000000003,22,199.8104,14.6228,7,12253.5472,65.17028095238095,Elite Solutions,Swift Solutions
2331.7418000000007,15,192.026,34.075199999999995,12,7826.744700000001,102.98534285714287,Innovative Consulting,Modern Industries
1354.3358,11,179.8611,37.434400000000004,12,4284.8828,73.06211,Global Corporation,NextGen Networks
3428.1251,27,202.2859,18.5871,10,18644.6218,65.90424615384616,Visionary Solutions,Green Networks
5419.906999999998,40,195.7226,6.0635,2,55751.032699999996,120.03889743589741,Innovative Industries,Visionary Enterprises
6478.512200000001,48,196.8049,10.9535,7,74226.5396,56.88907234042553,Modern Corporation,Dynamic Partners
1598.8129,13,171.0051,18.4984,13,5601.1464,60.05533333333333,Modern Networks,Innovative Solutions
1707.9977000000003,15,168.535,35.882400000000004,3,7967.9310000000005,122.39972857142857,Elite Industries,Innovative Solutions
3955.4874,29,196.1896,21.6397,3,21994.972599999997,94.17244285714287,Dynamic Industries,Green Ventures
4154.3418,28,231.68210000000002,19.201700000000002,9,25449.006800000003,75.15558148148149,Pioneer Partners,Global Networks
4783.7501,37,195.7226,6.0635,19,45396.76929999999,37.44183888888889,Innovative Industries,Swift Corporation
6174.3805999999995,43,231.68210000000002,19.201700000000002,4,62363.548899999994,113.22511428571427,Modern Corporation,Pioneer Partners
5960.0514,42,206.223,20.246599999999997,6,57358.199499999995,71.98506829268293,Dynamic Corporation,Modern Partners
4586.527,37,186.89339999999999,10.734,9,44014.7304,54.79377222222222,Green Industries,Visionary Ventures
4025.884699999999,34,173.0015,20.3042,2,25782.2384,126.38028484848485,Dynamic Industries,Innovative Ventures
4601.698899999999,38,200.5804,34.586,14,48923.0706,43.062424324324326,Pioneer Ventures,Green Technologies
3859.3698000000004,32,200.5804,19.6895,8,24031.583400000003,56.45803225806452,Global Consulting,Dynamic Industries
3485.6630000000005,28,200.5804,19.6895,18,13933.577700000002,48.08528148148148,Global Consulting,NextGen Networks
3481.419099999999,25,206.223,29.1382,20,12505.485000000002,53.920925000000004,Dynamic Corporation,Pioneer Networks
2973.4611000000004,23,198.9304,29.112,18,11769.580300000001,65.77244090909092,Visionary Enterprises,Modern Solutions
3774.4566999999997,30,202.2859,18.5871,20,21087.24,47.73391379310345,Visionary Solutions,Global Consulting
5171.587999999998,43,191.26139999999998,12.0148,7,55031.5643,55.458480952380945,Visionary Networks,Green Networks
4107.9755,32,192.026,23.2793,8,25299.6244,53.895774193548384,Modern Industries,Innovative Enterprises
5484.1024,46,200.5804,12.0148,11,63056.810499999985,42.19999111111111,Visionary Networks,Global Consulting
3470.7203999999992,28,218.1173,31.0445,6,19774.6624,77.0870185185185,Green Networks,Swift Technologies
3470.7203999999992,28,218.1173,31.0445,16,19774.6624,55.838114814814816,Green Networks,Swift Technologies
4357.489999999999,39,195.7226,6.0635,9,50504.129499999995,46.84144473684211,Green Group,Innovative Industries
3776.5757000000003,31,173.0015,18.4984,16,17194.987899999996,48.06060666666667,Innovative Ventures,Swift Solutions
5187.367600000001,37,218.9364,6.0635,17,47940.5797,45.44840833333333,Innovative Industries,Dynamic Consulting
3229.7003000000004,29,172.7724,18.4984,8,17516.978999999996,48.04783214285714,Swift Partners,Modern Networks
2550.6086999999998,17,192.026,21.9399,18,9660.4052,72.27211875,Dynamic Industries,Modern Industries
5067.1523,36,231.68210000000002,19.201700000000002,15,46290.4294,48.16092571428571,Pioneer Partners,Green Technologies
3367.4757000000013,28,222.8271,19.1873,18,14858.090400000001,55.08224444444444,NextGen Networks,Visionary Consulting
5946.179300000001,36,203.2633,21.6397,12,47224.4129,51.37512857142857,Green Ventures,Global Ventures
5056.7141,41,186.3852,32.599599999999995,15,48342.7263,38.534402500000006,Pioneer Industries,Dynamic Networks
6064.421399999999,48,186.89339999999999,23.2793,16,68140.743,36.14854255319149,NextGen Corporation,Innovative Enterprises
1731.3523,13,150.5627,34.075199999999995,16,5009.896299999999,68.467425,Pioneer Group,Innovative Consulting
2939.2739000000006,22,164.8374,10.734,20,13383.9009,52.293538095238105,Green Industries,Innovative Consulting
1876.3948000000003,13,192.026,47.4198,14,4791.313,81.898825,Modern Industries,Swift Industries
2986.4348000000005,28,207.4666,21.381700000000002,3,11477.452799999997,96.15247037037037,Dynamic Technologies,Swift Industries
3929.2830999999996,28,231.68210000000002,19.201700000000002,14,26138.7457,64.56480740740741,Global Partners,Pioneer Partners
4507.623,38,181.1997,9.097700000000001,3,41319.9411,89.16240540540541,Swift Corporation,Visionary Networks
4774.969399999999,36,205.54670000000002,14.6228,19,43859.5603,51.8236742857143,Elite Solutions,Global Industries
1617.7030999999997,15,163.5341,18.4984,14,6032.732400000001,61.11713571428572,Swift Solutions,Dynamic Industries
5054.934099999998,41,207.4666,21.381700000000002,7,51717.9122,57.642182500000004,Modern Technologies,Dynamic Technologies
4603.4861,32,194.571,21.949099999999998,7,22301.697500000002,59.61690645161291,Elite Group,NextGen Group
3674.2855999999992,26,206.223,29.1382,12,14498.079499999998,53.48452,Dynamic Corporation,Pioneer Group
3431.1416,28,200.5804,19.6895,5,14756.757100000003,73.90381851851852,Global Consulting,Modern Solutions
4590.252600000001,36,203.0573,27.642599999999998,5,40318.3454,79.69901142857142,Dynamic Solutions,Green Networks
985.5469999999999,10,135.5672,6.029,11,2480.0236999999997,75.6724666666667,Global Group,Green Enterprises
5758.997200000002,47,199.90210000000002,18.860599999999998,6,60298.23670000001,87.21459347826085,Innovative Ventures,Innovative Corporation
2478.2317,23,191.43789999999998,22.472900000000003,12,13446.7447,54.184036363636366,NextGen Solutions,Modern Ventures
2591.4937000000004,26,183.88279999999997,21.9399,15,16514.3423,44.49686,Dynamic Industries,Green Group
947.7361999999999,10,198.9304,38.4785,8,2802.979,79.94856666666666,Swift Industries,Modern Solutions
3389.622800000001,28,222.8271,19.1873,20,15811.407200000001,55.52956666666666,Pioneer Networks,Visionary Consulting
6336.4138,47,199.90210000000002,18.860599999999998,13,66083.87890000001,40.83603260869565,Elite Group,Innovative Corporation
3293.5728000000004,25,205.54670000000002,22.8515,15,13857.146299999999,66.36474583333334,Global Industries,Modern Solutions
2328.1988,21,167.5736,9.097700000000001,13,9544.4479,49.33134000000001,Elite Corporation,Swift Corporation
1009.6326999999998,10,115.13189999999999,47.4198,2,2313.2920999999997,130.5684222222222,NextGen Networks,Swift Industries
5170.716599999999,40,203.2633,23.2647,4,51225.39430000001,85.31606923076923,Modern Technologies,Modern Consulting
3653.721,26,205.54670000000002,18.4984,16,15262.0702,66.56381999999999,Global Industries,Modern Networks
5758.997200000002,47,199.90210000000002,18.860599999999998,19,60298.23670000001,45.34929130434782,Innovative Ventures,Innovative Corporation
2435.6584000000003,22,179.8611,22.472900000000003,8,13022.972099999999,64.85277619047619,Global Corporation,NextGen Solutions
3235.875,27,186.89339999999999,23.7904,17,13639.5549,44.37384230769231,Pioneer Networks,Visionary Ventures
4737.661999999999,42,185.6075,24.7222,12,50666.4108,39.10919756097561,Green Group,Modern Corporation
1354.3358,11,179.8611,37.434400000000004,17,4285.4218,73.06211,NextGen Networks,Global Corporation
3089.9816,28,191.8074,20.246599999999997,13,13781.4971,52.834962962962976,Elite Corporation,Modern Consulting
5498.8586,40,231.68210000000002,19.201700000000002,13,55886.8227,57.391758974358964,Modern Consulting,Pioneer Partners
5265.993199999999,32,203.2633,35.768800000000006,18,39064.558899999996,51.820512903225804,Global Ventures,Pioneer Industries
4623.914200000001,38,218.9364,34.8933,11,43575.8894,45.069813513513516,Dynamic Consulting,Swift Partners
5203.917899999998,40,173.0015,10.734,20,47289.0855,38.949164102564104,Green Industries,Innovative Ventures
5546.560000000001,40,205.54670000000002,21.6397,4,57191.1754,125.4036153846154,Green Ventures,Global Industries
3732.0566,32,181.1997,12.0148,12,23389.0497,45.44505483870967,Visionary Networks,Dynamic Industries
2126.0867,24,194.571,35.9135,12,12531.2673,50.08779130434782,Green Group,NextGen Group
5265.942399999997,39,186.89339999999999,10.734,14,47661.70530000001,41.855439473684214,Green Industries,NextGen Corporation
1907.8194999999998,16,191.43789999999998,21.9399,7,7532.0377,75.96748666666666,Dynamic Industries,Modern Ventures
3783.9577000000004,31,222.8271,19.1873,14,25773.6475,54.984919999999995,Elite Industries,Visionary Consulting
3340.3467,27,191.43789999999998,31.0445,3,18066.0567,112.12998846153845,Modern Ventures,Green Networks
4950.9017,37,200.9482,9.097700000000001,6,42349.4767,70.39923888888889,Modern Partners,Swift Corporation
2328.1988,21,167.5736,9.097700000000001,3,9544.4479,91.092815,Elite Corporation,Swift Corporation
2652.6991,24,168.535,22.472900000000003,12,15602.969000000001,52.15236086956522,NextGen Solutions,Elite Industries
3844.4177999999993,28,200.5804,34.586,4,22615.2943,98.79506296296296,Modern Industries,Pioneer Ventures
3497.0921000000008,25,187.131,29.112,10,15373.7155,74.05075416666666,Innovative Consulting,Visionary Enterprises
1139.2921999999999,10,181.12429999999998,31.343,12,3446.6178,87.83665555555554,Pioneer Networks,Green Enterprises
4899.099799999999,40,197.49470000000002,23.2647,6,50999.69150000001,59.66496923076922,Green Technologies,Modern Consulting
2401.8386,23,167.5736,9.097700000000001,13,12807.9334,49.126886363636366,Swift Corporation,Global Enterprises
4582.2133,33,203.2633,35.768800000000006,7,37602.5149,67.942803125,Green Group,Global Ventures
4507.623,38,181.1997,9.097700000000001,2,41319.9411,116.74505135135136,Swift Corporation,Visionary Networks
5358.1946,41,207.52620000000002,31.0698,13,50448.2911,49.12723749999999,NextGen Enterprises,Dynamic Networks
3293.5728000000004,25,205.54670000000002,22.8515,11,13857.146299999999,74.65817916666667,Global Industries,Modern Solutions
4516.3254,32,207.52620000000002,31.0698,8,34572.2469,68.07953870967742,NextGen Enterprises,Pioneer Industries
5229.570999999998,43,206.223,29.1382,9,55854.541900000004,48.270995238095246,Swift Partners,Dynamic Corporation
3912.1026,30,198.9304,24.7222,17,16094.007699999998,43.59748965517242,Modern Corporation,Modern Solutions
1420.4473,11,171.0051,18.4984,10,3673.0496000000003,73.94398,Modern Networks,NextGen Networks
3472.4873000000002,27,195.7226,6.0635,12,15166.3508,52.2183423076923,NextGen Networks,Innovative Industries
4926.103999999998,43,207.4666,21.381700000000002,18,56943.0698,43.6057,Green Networks,Dynamic Technologies
2961.5776,22,199.8104,14.6228,12,12552.584,60.510928571428565,Elite Solutions,Modern Networks
4035.2504000000004,31,186.3852,9.097700000000001,20,31560.44,39.30390666666667,Pioneer Industries,Swift Corporation
2370.5688,22,130.8105,22.472900000000003,6,10795.3795,69.37050952380953,NextGen Solutions,Pioneer Group
3856.5207,31,171.0051,18.4984,15,17625.5378,38.21954666666667,Dynamic Networks,Modern Networks
1702.1277,12,179.8611,18.4984,14,4289.2083999999995,61.94977272727272,Modern Networks,Global Corporation
3734.614,28,203.2633,37.0531,11,23218.164500000003,62.94992592592593,Global Networks,Modern Technologies
5742.726600000002,42,205.54670000000002,20.246599999999997,18,60282.291000000005,51.07173414634146,Modern Partners,Global Industries
1399.2348,12,191.43789999999998,42.6907,10,4195.4509,75.53960000000001,Modern Ventures,NextGen Networks
5843.623900000002,45,222.8271,19.1873,4,71661.8147,83.75329545454545,Visionary Consulting,Modern Partners
3796.701199999999,29,186.89339999999999,24.7455,6,12592.6858,67.72325714285715,NextGen Corporation,Swift Industries
5041.269799999998,38,195.7226,6.0635,2,51357.4393,125.5163081081081,Innovative Industries,Pioneer Industries
2882.0129000000006,21,207.52620000000002,31.0698,12,10130.646799999999,67.542625,NextGen Enterprises,NextGen Networks
1405.5402,13,168.535,35.882400000000004,9,4588.8534,78.26233333333334,Elite Industries,Swift Industries
2690.6476,22,191.43789999999998,9.097700000000001,20,13149.348,48.401890476190474,Modern Ventures,Swift Corporation
3344.4979000000008,26,205.54670000000002,18.4984,16,16308.739300000001,66.151664,Swift Solutions,Global Industries
1499.7402000000002,14,194.571,47.274699999999996,9,7621.5848,73.78114615384615,NextGen Group,Innovative Solutions
1394.2747000000002,15,141.4038,6.029,9,5220.9901,65.10500714285715,Global Partners,Global Group
4678.528399999999,39,207.52620000000002,31.0698,6,48020.5456,78.20199736842106,NextGen Enterprises,Swift Partners
4034.8229999999994,30,202.2859,10.9535,20,22102.937100000003,58.57195862068965,Visionary Solutions,Dynamic Partners
2325.1288,22,153.14839999999998,18.4984,8,10062.0963,62.06804285714285,NextGen Solutions,Swift Solutions
3075.6519,26,203.2633,11.5065,13,15969.517100000001,51.712799999999994,Global Enterprises,Modern Technologies
2572.0297,22,171.0051,18.4984,8,11366.459200000001,58.86941904761904,NextGen Solutions,Modern Networks
5346.4212,40,206.5204,26.6365,14,56733.7313,52.1458358974359,Elite Consulting,Pioneer Ventures
2469.2075000000004,20,167.5736,9.097700000000001,9,8959.6821,61.126315789473686,Swift Corporation,NextGen Networks
4234.095399999999,33,196.8049,10.9535,3,30358.1823,159.75410000000002,Dynamic Partners,Global Partners
3726.064500000001,27,205.54670000000002,22.8515,10,18294.4446,80.58658846153845,Global Industries,Innovative Consulting
3599.2976000000003,26,207.52620000000002,31.0698,20,21801.7834,58.487376000000005,NextGen Enterprises,Global Networks
4039.165099999999,30,186.89339999999999,24.7455,9,16269.690299999998,66.39956896551725,Elite Ventures,NextGen Corporation
2865.115,23,168.535,9.097700000000001,18,15200.1777,46.14264545454545,Swift Corporation,Elite Industries
1523.0377999999998,14,181.12429999999998,21.9399,13,5615.692300000001,62.369830769230774,Dynamic Industries,Pioneer Networks
2196.3892,21,181.12429999999998,22.472900000000003,20,9642.6293,51.94653000000001,NextGen Solutions,Pioneer Networks
5908.065600000001,45,206.223,29.1382,4,58345.1061,77.89680909090909,Dynamic Corporation,Dynamic Networks
5540.812,48,181.1997,12.0148,16,63526.6259,33.6276,Visionary Networks,Dynamic Networks
3451.4344000000006,31,194.571,23.2793,20,19235.3084,43.81995,NextGen Group,Innovative Enterprises
6336.4138,47,199.90210000000002,18.860599999999998,16,66270.04849999999,38.61621304347826,Innovative Corporation,Elite Group
3870.7847000000006,31,218.1173,19.6895,9,23571.2422,63.694199999999995,Swift Technologies,Global Consulting
1992.4385999999997,15,171.0051,18.4984,7,6523.966199999999,71.97597142857144,Modern Networks,Dynamic Industries
3104.0378000000005,26,200.5804,29.4524,2,13982.8708,187.278864,Elite Ventures,Pioneer Ventures
3695.2491,35,197.49470000000002,35.9135,3,36842.983,87.95869705882353,Green Group,Green Technologies
2328.1988,21,167.5736,9.097700000000001,17,9544.4479,46.426300000000005,Elite Corporation,Swift Corporation
3006.6108999999997,23,202.2859,18.5871,15,16124.761099999998,59.73509090909091,Visionary Solutions,Pioneer Industries
5388.014700000001,40,196.1896,21.6397,3,52056.7576,106.22314615384617,Green Networks,Green Ventures
2591.4937000000004,26,183.88279999999997,21.9399,15,16519.7313,44.49686,Green Group,Dynamic Industries
5694.747400000001,46,207.4666,10.9535,16,66763.24459999999,42.30822666666666,Dynamic Partners,Dynamic Technologies
2275.5281,14,192.026,18.4984,8,6808.0117,93.3538076923077,Modern Industries,Modern Networks
3310.9226000000003,27,194.571,31.0445,5,17324.222400000002,86.23008076923075,NextGen Group,Green Networks
3027.0994000000005,22,207.52620000000002,18.4984,4,12613.1971,116.78332380952382,Swift Solutions,NextGen Enterprises
2573.8082000000004,21,167.5736,9.097700000000001,11,11181.1966,55.20172500000001,Swift Corporation,Pioneer Group
943.3204999999999,14,107.0748,11.5065,18,3661.9679,46.809569230769235,Elite Corporation,Global Enterprises
4309.1071,35,231.68210000000002,19.201700000000002,14,41313.985,49.87808529411764,Pioneer Partners,Green Group
4694.754699999999,32,191.732,21.949099999999998,20,22991.832199999997,47.033387096774206,Modern Ventures,Elite Group
2973.4611000000004,23,198.9304,29.112,7,11815.6963,89.20384545454546,Modern Solutions,Visionary Enterprises
5941.091799999998,45,206.5204,26.6365,9,63924.2005,58.120715909090904,Dynamic Networks,Elite Consulting
885.7006999999999,11,107.0748,20.246599999999997,14,2502.6826,59.68676999999999,Swift Industries,Elite Corporation
2424.2771000000002,21,203.0573,27.642599999999998,7,7722.124000000001,63.457019999999986,Dynamic Solutions,Swift Industries
5941.091799999998,45,206.5204,26.6365,8,63929.723999999995,61.63786136363637,Elite Consulting,Dynamic Networks
1593.7407,12,150.5627,34.075199999999995,5,4256.9819,113.18979999999998,Innovative Consulting,Green Enterprises
2588.5464000000006,21,199.8104,14.6228,16,10487.1188,59.090959999999995,Pioneer Networks,Elite Solutions
3771.9015999999997,32,191.43789999999998,32.599599999999995,8,21045.2754,55.55015161290322,Dynamic Networks,Modern Ventures
3766.7681,31,206.5204,10.3011,8,22540.3856,51.15639,Dynamic Group,Visionary Solutions
4860.897999999999,32,191.732,21.949099999999998,12,21643.4513,46.5807870967742,Elite Group,Innovative Consulting
3799.9729999999995,30,173.0015,20.3042,10,15105.4887,56.3129275862069,Innovative Ventures,Green Enterprises
3187.9571,27,200.5804,34.586,2,17240.4693,172.78828076923077,NextGen Group,Pioneer Ventures
3819.6778,31,207.4666,21.381700000000002,2,24957.7702,154.6352866666667,Modern Industries,Dynamic Technologies
4623.914200000001,38,218.9364,34.8933,15,43575.8894,41.37591891891892,Dynamic Consulting,Swift Partners
4999.471199999998,45,207.4666,18.860599999999998,17,54950.16949999999,36.28938863636363,Innovative Corporation,Dynamic Technologies
3366.9564,28,199.90210000000002,18.4984,6,15858.704099999999,65.61381481481482,Innovative Corporation,Modern Networks
3339.7409000000002,26,186.3852,43.676300000000005,20,21334.549099999997,49.57342000000001,Pioneer Industries,Global Networks
5946.179300000001,36,203.2633,21.6397,5,47224.4129,82.99794857142855,Green Ventures,Global Ventures
3165.0153999999998,25,191.26139999999998,31.0445,6,12362.4274,91.01304583333332,Green Networks,Green Enterprises
3431.1416,28,200.5804,19.6895,4,14756.757100000003,83.8144925925926,Global Consulting,Modern Solutions
4169.612,31,185.6075,24.7222,10,20259.1751,53.57381333333333,Global Corporation,Modern Corporation
3566.3193000000006,30,222.8271,19.1873,20,21954.949,52.51060689655173,Visionary Consulting,NextGen Group
