totalsum,number_stops,Max_to_depot,Min_to_depot,vehicle_cap,real_km_order,chosen_company,chosen_candidate,greedy_total_sum,average_percentage_in_circle,mean_distance_within_circle,delivery_density,radius,average_overlap_percentage,average_cluster_size,average_centroid_distance,average_distance_within_clusters,average_distance_between_clusters,average_minimal_distance,average_maximal_distance,percentage_overlap,number_clusters,avg_distance_points_to_centroid,max_distance_points_to_centroid,min_distance_points_to_centroid,amount_noise_points
1269.370518422047,13,139.29882781460785,6.7287923716538875,20,55.79039489441609,Innovative Solutions,Green Industries,4950.0007360146155,0.47226334386583096,0.7062064121976654,0.61020608817207,1.0214139696088649,0.4257113822576391,22.57894736842105,0.25545176494211125,25.552785791878595,112.35943233134422,0.0032334697312667113,0.8287408562934913,1.0,15,61.90890435149711,189.58510238033978,0.1612648978305582,9
939.409789684458,12,163.85511530245253,26.94566182282459,6,67.17719420683706,Dynamic Partners,Pioneer Partners,3265.1997653917933,0.3504096108757174,0.5710711797620384,0.9565865532515834,0.8157891513829494,0.3388634793039827,32.5,0.31983117951639084,48.56403506913835,121.35662587815203,0.00042608667709052986,1.1429617674525756,0.8333333333333334,13,67.60046563367307,189.00032361231973,3.9773921281460316,7
1858.4436661608302,20,146.76399544004227,7.525119946916158,10,41.29609036348171,Swift Corporation,Pioneer Networks,7566.825966059139,0.5772787372976816,0.4856197919779189,2.57479403232899,0.9302567644515377,0.45314783170046324,10.433333333333334,0.18768626446369438,17.851170457462835,115.3128838332959,0.018157720758733162,0.560534388415356,0.8,19,69.24189967084273,172.83323712134762,2.7153915838725284,7
1551.6335435792862,16,155.42801392961363,10.760619963715557,15,55.14463997861911,Green Group,Swift Enterprises,6719.349779734873,0.7065710852110297,0.762454475207767,1.4385448352332246,1.0518368087370968,0.3704379245214485,15.5,0.22819141904127455,23.282544046204976,108.12356040767497,0.009706907198107823,0.7494870364101243,0.625,19,57.46158630817202,191.36871844882816,1.34465099730623,8
1775.872922198957,18,141.8369501526839,17.972458468755185,10,49.73405249104501,Global Partners,NextGen Corporation,7953.965948815751,0.6427789000731381,0.6668570316848274,1.4665349325113228,0.931770278378629,0.31305538302277436,12.791666666666666,0.20174728258015343,8.009797594057488,99.11107572791445,0.018584031563960848,0.6567185820788484,0.875,14,65.71062658579612,194.74700503787503,1.297175278211398,6
1971.756230163003,22,159.5347772211442,20.511429165255205,15,45.402407457339315,Elite Ventures,Dynamic Solutions,8243.469733843925,0.49188064561390515,0.5378371954474908,2.381925604876714,0.7311238694888337,0.3673070868871784,14.705882352941176,0.24209993233876348,25.413195676395137,97.66477226832689,0.019473958139025162,0.7672583096756089,0.6666666666666666,24,75.68347486655493,172.31405444130877,3.142126912898276,11
2211.3517045352996,17,160.78094364825878,22.620957041134808,18,50.078689423120444,Innovative Enterprises,Pioneer Enterprises,8107.797202070115,0.445693591794991,0.5127865630443885,1.850957661200936,0.8293862228489017,0.39892520804174947,18.857142857142858,0.22577363495433692,27.499737178290125,85.53372700554776,0.0056327817416036985,0.7283107339799016,0.8888888888888888,17,63.159287828015195,189.46585868221632,1.0714747527125945,6
1024.86934723912,12,154.37356142623568,24.66853341259753,12,64.14620706314253,NextGen Group,Pioneer Networks,3933.064081260971,0.4922585006599524,0.31050795617496924,1.7963334321854154,0.7291085895212072,0.31563106433796095,14.368421052631579,0.24117116803551167,14.955658473837998,99.32858183767108,0.012926168772854825,0.8063928524884352,1.0,17,63.55127151657861,189.8668534638746,1.2650468224414455,12
2282.0556320492765,22,159.26827449290425,12.842320337305388,18,46.27420845990031,Visionary Solutions,Dynamic Consulting,10751.03393661074,0.41514195283777383,0.4319173936497911,0.850040241442722,0.8654068301263008,0.3956721894584213,19.105263157894736,0.2309834877936415,35.39285657548658,102.18802444606843,0.005678077084692246,0.7906423184567606,0.8666666666666667,17,73.75985747356378,163.7350235467293,3.0119588334832885,7
2705.065883912754,27,158.63222288721235,17.073430932617747,17,36.20492866794612,Global Technologies,Green Ventures,14409.191962234689,0.36657756956918536,0.6079413011924946,1.67141210738807,0.7558644485034748,0.30827045274413695,21.31578947368421,0.2439794622790049,33.448389447689735,120.60875070459865,0.005604424566856356,0.8108126114993817,0.75,12,71.6198910211906,172.46466522023528,5.532898282195705,10
2252.558691389986,23,143.90379450758124,20.58127881413004,18,39.88325711615675,Visionary Ventures,Visionary Enterprises,7333.057924700543,0.3826001203033502,0.3435571715384921,4.608062758587799,0.5256490292318009,0.258260799986037,27.733333333333334,0.2810826504274495,27.641247496757526,124.45885674187276,0.003083136896432497,0.9725944239658163,0.9444444444444444,12,69.49011879216063,164.75520273522724,3.3195082925816837,9
1167.068459500656,13,146.76399544004227,24.66853341259753,9,57.469897979144775,Elite Industries,Pioneer Networks,3851.918119743296,0.3668562444524669,0.7079392019568432,2.7448791489226143,0.8341402441058454,0.29647296903875847,21.25,0.2265978541268067,27.644479146010173,109.67728541583537,0.004928457656386317,0.7881884663576149,1.0,13,60.27929158353629,206.82030653395404,0.7627970072111867,7
883.1837058012431,11,108.21055520230841,29.311090595201666,20,51.51211822908874,Pioneer Group,Visionary Ventures,2589.4989615230215,0.5302959564454668,0.5300230555399221,2.144698560614232,0.7704987334500788,0.3384182245523779,27.0,0.250711217101205,25.872102591511165,116.85893269617065,0.0006125605276816549,0.8777347008436697,1.0,11,69.97219561356297,185.35272070226932,1.5397226116236216,10
1169.1835446394111,14,137.4845202938944,9.866248210360343,4,94.83537555579457,Green Enterprises,Dynamic Industries,4018.4948504667195,0.5699154504113803,0.4569313233880925,1.0074733185422595,0.7949197455076326,0.34689521874672247,31.615384615384617,0.31195012935070165,29.1160159551454,111.83774230006931,0.0031730209414723345,1.0615737918559411,1.0,15,48.21220412742562,164.72221813777853,0.15987043526811276,3
2619.744730252997,23,138.31974408666053,30.545706020899637,15,42.23061553017885,Dynamic Consulting,Dynamic Networks,12105.51063041172,0.6067291579344699,0.6324290707967788,3.2044228027595563,0.891446225351014,0.3634609329197949,13.78125,0.17948191570894786,18.179336646678454,91.64127466607745,0.019670301528401594,0.5764075195043383,1.0,11,71.62791138693828,172.43080189994836,4.9759232913566365,8
2121.518446741357,17,163.4990131641021,9.866248210360343,8,66.46684410955766,NextGen Enterprises,Green Technologies,9165.763226602363,0.7332039241389506,0.6719659998462297,1.038498248025693,1.107266537079086,0.33741627085616854,14.19047619047619,0.21120063874798845,23.59547847150553,121.82136548034988,0.010861462751252509,0.679116352820639,0.625,15,53.40686028653225,183.7690338823418,1.2245495942653697,8
2354.3391782562194,23,139.19977589477875,27.124986324524045,18,40.20010082791718,Elite Industries,Dynamic Consulting,12279.328106567835,0.3668562444524669,0.7079392019568432,2.7448791489226143,0.8341402441058454,0.25384472560477284,16.285714285714285,0.22884022691544986,29.596349432659203,96.38716205544422,0.009493691327761664,0.7373264894197494,0.9333333333333333,12,69.45373479867273,165.26809915290997,6.1353063603566005,6
4053.601415058694,40,148.82730069104892,7.525119946916158,9,38.04745169446296,Modern Corporation,Swift Corporation,37009.218081033665,0.4864557639157181,0.5566661754877342,4.285137919806511,0.861871780829367,0.4922386953880089,7.872727272727273,0.11645600028533294,11.297029135794283,77.85770290186338,0.020975110273613137,0.34724170958105893,1.0,13,73.75086367632221,179.59947605788065,0.25875124888656126,8
969.1313957381793,12,93.39558481822192,31.903700255252676,5,47.85064037243917,Visionary Ventures,Dynamic Enterprises,2465.2061530801,0.3826001203033502,0.3435571715384921,4.608062758587799,0.5256490292318009,0.21455841985917173,22.285714285714285,0.29062653621089984,24.058569750922242,115.10499031097288,0.013259224884051317,0.9907572164418655,1.0,15,67.2767886102065,185.6618471133075,2.815945932356978,9
2668.0064893913222,25,158.63222288721235,17.073430932617747,15,36.02563657765759,Green Ventures,NextGen Networks,9803.74763757365,0.6397847134900255,0.646791973836153,3.6978942950890854,0.9277860052923901,0.3785386498654042,7.5777777777777775,0.12996802776557345,15.662451542159772,90.59396257701515,0.04150110677544236,0.359506418099428,0.8,15,71.54494298697945,166.07316630465755,3.849369822656952,8
2650.566789066745,24,143.90379450758124,12.77657895556526,20,40.11071953560738,Modern Networks,Visionary Enterprises,11151.146749503765,0.3921012841722224,0.4533769025792815,0.7987546493761158,0.8927572010477932,0.3745377886232195,34.76923076923077,0.30275788622004,37.754244493067795,120.70054420472286,0.0027872663979689716,1.027814925538258,1.0,14,70.9321106439737,172.0269975362726,2.229287520031834,5
1340.9414839879018,15,125.8053211554146,26.89281933980522,2,104.19573069034752,Global Technologies,Dynamic Networks,4934.837971779925,0.36657756956918536,0.6079413011924946,1.67141210738807,0.7558644485034748,0.28529597984861144,17.333333333333332,0.24863036291231588,28.266472036410136,102.00697473700046,0.009628426957889564,0.792588256625848,0.5,17,56.571456046301186,199.50935764855868,0.7627970072111867,11
948.0331855581744,13,119.65503180141437,20.15603299533792,14,46.89310322549821,Swift Enterprises,Swift Industries,2926.3380458548863,0.4930928393631436,0.3796270833219203,2.4254090383694065,0.7245403282166313,0.6211091966026178,23.125,0.272329139273205,25.569725227967204,117.11877675682398,0.007119078090694636,0.9426726104533709,1.0,13,46.96944143131913,187.82980151001775,0.0024420336503708216,6
2945.0355390895525,29,145.7710468916053,14.305476220329728,20,34.573900403796976,Pioneer Ventures,Visionary Technologies,18568.599348573298,0.5108866582642702,0.5542438983540031,1.3332678842810646,0.8463051467777086,0.5240232948522943,14.833333333333334,0.21260983502946526,29.72475443830893,111.70905637854062,0.015747254270036103,0.6956805988139211,0.8421052631578947,13,65.67015942018044,179.51173639448527,0.1612648978305582,8
2812.067235828288,28,158.63222288721235,17.073430932617747,8,49.16814688927211,Swift Technologies,Green Ventures,14371.326862540323,0.3681482520368179,0.28399928342511827,4.216040558562299,0.5495442514237711,0.35140974347925147,20.904761904761905,0.21479675484293093,28.41100843728811,99.81751111261725,0.0022391199091352167,0.7398360157669226,0.95,14,71.7870883044029,171.06517015675414,4.212612073469226,6
1289.8030235886827,15,144.8686099679827,24.672584406946214,14,52.59169985099966,Innovative Group,Elite Group,4643.668468736566,0.35854947486104405,0.3914296595396565,4.089346258503618,0.4832354075982817,0.3543805016035184,23.733333333333334,0.2787205138567015,26.367712500002604,104.13532914006252,0.0034023541995347483,0.9398539298986286,1.0,17,51.87250628689267,200.16299976725756,1.8542008446775933,11
2750.6065634433367,32,159.5347772211442,14.02813664903591,10,38.37667233227202,NextGen Solutions,Dynamic Solutions,23398.46486629862,0.467351071554564,0.48549615751324343,5.610019075721042,0.7146018716959447,0.3465086326928432,8.837837837837839,0.15610963008524473,20.521957742109954,93.09420731948215,0.05557581637600879,0.46061732895025376,0.75,16,69.55095239569248,168.97961622083676,4.742650172864416,9
3015.391953081565,28,165.2337850637706,10.11857939759048,12,43.278364123510976,NextGen Corporation,Global Industries,15838.63213093601,0.3874293926948952,0.5962798229562404,2.2149652590712297,0.8476695962327683,0.4292986060032327,15.45,0.230363814213633,27.488464784966474,118.45912883899541,0.028023535135347732,0.7608082588379903,0.9,16,68.30063200576474,164.52679532464387,2.2478283661795966,9
1152.3711030403742,12,154.92281731182752,17.881584182605412,12,57.85427233931744,Modern Technologies,Elite Corporation,3459.3883642654446,0.387802462050502,0.542375378812611,1.570903753551378,0.9002855314209267,0.42182151100506776,29.357142857142858,0.3079222622615016,38.87634066160435,122.57482028076912,0.00046292077580725743,1.0329804472963007,1.0,12,66.35256820865324,191.27024335449175,0.08936350006289555,8
1551.472070671384,15,141.8369501526839,17.972458468755185,7,45.19384829805036,Innovative Solutions,NextGen Corporation,5731.795311163858,0.47226334386583096,0.7062064121976654,0.61020608817207,1.0214139696088649,0.27470709877460453,27.666666666666668,0.27497744035034255,41.79695592182477,118.23327079708646,0.00026214743489281014,0.9576895042154905,1.0,12,45.62215790712033,169.38708772525922,0.7627970072111867,9
1650.3237090677844,14,155.42801392961363,10.760619963715557,14,67.60831055427866,Elite Consulting,Green Group,5491.407680359802,0.6289245971794647,0.7139542968981153,1.0136747550962266,0.9705912585572977,0.44607370339635777,23.11764705882353,0.2550275656556997,23.468844726518302,107.4016397490183,0.002254028959673705,0.8637235264007304,1.0,12,63.65325036397705,207.2847884774363,1.1393751833359886,6
1964.0242528049823,22,159.5347772211442,20.511429165255205,10,44.84374775512711,Pioneer Group,Dynamic Solutions,9032.201795272784,0.5302959564454668,0.5300230555399221,2.144698560614232,0.7704987334500788,0.33790281798908195,23.625,0.2686266080452542,38.04001709544704,122.5313753085512,0.0024353078983047455,0.9294399608881416,0.8125,20,71.71418308983468,172.09386730008262,5.6510881865803855,6
809.2446844619494,10,120.51184152791814,19.403340300457117,2,71.33478288745717,Innovative Group,NextGen Technologies,2078.043111119865,0.35854947486104405,0.3914296595396565,4.089346258503618,0.4832354075982817,0.5495861229867441,35.7,0.3596461877507944,47.92393181291885,123.88359285040599,0.004901905653884481,1.311365310364526,1.0,17,51.65426630284366,209.09467043117758,0.0024420336503708216,6
1235.6053739875906,11,154.92281731182752,19.403340300457117,17,57.896197987380944,Modern Technologies,NextGen Technologies,2708.43454037442,0.387802462050502,0.542375378812611,1.570903753551378,0.9002855314209267,0.3318448989820783,23.41176470588235,0.2594305882444905,35.60057687392916,101.48450904202502,0.004788775999809623,0.8859911714736685,1.0,9,65.13063399823271,192.3442865156976,3.103587856600566,10
2687.1743433550287,26,159.5347772211442,19.800771546338275,11,41.30207404070308,Dynamic Solutions,Pioneer Ventures,16196.988855000724,0.5083191907607634,0.5692824052627963,4.174906718544937,0.7809921505698973,0.5090589814973039,9.657142857142857,0.16157755905089027,20.79320926723772,93.52106758147728,0.025790684151655575,0.47684464064879717,0.9,19,70.42531185913313,168.734889875827,5.675522450269931,7
1369.2792253855346,14,149.28787604095814,29.812986887506536,19,52.8975341670136,Swift Industries,Swift Group,4113.314255809573,0.14624606817698688,0.14891794547134649,4.912071842679608,0.3600043151809705,0.4531419774808322,29.933333333333334,0.2879156056050396,21.75648931916742,109.1830673379351,0.0007405696980224754,0.9504182406848067,1.0,11,66.1506889303648,197.733388184787,1.5165765791424681,5
1067.0186557887293,13,121.39968680929202,10.488612467296166,2,162.9712833492268,Green Enterprises,Pioneer Industries,3412.8637321382976,0.5699154504113803,0.4569313233880925,1.0074733185422595,0.7949197455076326,0.34158231753626495,17.866666666666667,0.2675746755154429,34.5237789667344,114.46423188256065,0.007808186567490238,0.8617868947601376,1.0,14,55.937680449679284,178.81164616051396,0.6614610888053276,16
2052.2036683689817,15,153.16798797548444,25.417887844616814,18,56.84999419226467,Pioneer Enterprises,Global Corporation,6836.8212730817895,0.7194396628139171,0.620693924835637,1.3599821755414072,1.0817912332537036,0.3362321555256338,12.318181818181818,0.22351505300613222,28.79762004657457,106.31172684709894,0.027706687258190657,0.7249559321434531,0.6666666666666666,15,62.38562352453648,187.34652531150905,0.6135257512055393,12
1656.3045198032416,15,159.26827449290425,10.760619963715557,6,67.23167370731798,Visionary Solutions,Green Group,6096.308618824763,0.41514195283777383,0.4319173936497911,0.850040241442722,0.8654068301263008,0.3763555606052955,21.57894736842105,0.24479234332062105,33.15654309923236,100.7072078774098,0.005056656350762391,0.8320959898889937,1.0,11,56.27048377275849,205.96148550567483,0.08936350006289555,5
2013.055421536849,24,139.19977589477875,14.02813664903591,2,85.16008950707074,Elite Industries,NextGen Solutions,12375.083070004215,0.3668562444524669,0.7079392019568432,2.7448791489226143,0.8341402441058454,0.36096986996109803,14.842105263157896,0.2355649003041379,34.33074836439771,109.52525643977827,0.014389768300826965,0.740340225992422,0.875,15,67.9698677139267,179.2684773023559,0.9954936764915187,12
1109.0529589230514,12,159.77165026293017,23.340498758315537,20,46.70804306934824,Modern Solutions,Dynamic Enterprises,3516.978805544229,0.23842874305463868,0.45492822108342573,2.175776780472422,0.6624887719901462,0.3493763047678323,28.928571428571427,0.2965881540629457,25.75911617349591,125.22492297645658,0.0035744514775023785,1.0434694153822768,1.0,11,65.83530272231452,210.62031106059385,0.7627970072111867,12
1485.1148839001332,14,124.6120917067215,26.79777959136056,2,176.8975804714413,Innovative Consulting,Dynamic Enterprises,4372.266542819426,0.4948349928093522,0.5731197075184058,2.4750076158837775,0.8019029220416491,0.4668993980453382,15.578947368421053,0.23002243613332918,20.762403323490776,98.09114480473961,0.01723442903694945,0.7553699836480431,1.0,17,63.93802806478351,191.60437853526324,0.6135257512055393,11
2673.5714117284156,24,163.85511530245253,20.58127881413004,13,49.15006512963719,Dynamic Partners,Visionary Enterprises,11681.511949726639,0.3504096108757174,0.5710711797620384,0.9565865532515834,0.8157891513829494,0.2713301724529174,27.0,0.26743438140206277,21.89690686491742,118.1404346805837,0.005334513043200266,0.9345852435435348,1.0,13,70.73832035398267,179.51167722612158,2.840243099295876,8
1523.220157084991,15,159.26827449290425,12.842320337305388,5,61.529932631059786,Visionary Solutions,Dynamic Networks,5761.772538318124,0.41514195283777383,0.4319173936497911,0.850040241442722,0.8654068301263008,0.3983066462452427,19.157894736842106,0.23529412412584158,13.833757003428387,105.8293639632578,0.007857559262150643,0.7456851373196045,1.0,16,58.4293250225395,202.81916293800876,1.0819947656523508,4
1308.7935120450643,15,124.6120917067215,20.15603299533792,14,46.2839555974006,Innovative Consulting,Swift Enterprises,5051.697642995934,0.4948349928093522,0.5731197075184058,2.4750076158837775,0.8019029220416491,0.3932682086946144,15.157894736842104,0.22484432858630857,21.90246317032779,88.06098543410961,0.014669105011059497,0.6950446759567224,0.875,18,64.62550361487071,205.87454422895138,0.7949194893266529,7
960.196634601502,14,137.4845202938944,4.329841518262469,7,52.50155879638867,Dynamic Industries,Global Group,3069.669907937539,0.32880492257447663,0.39097827021035203,3.78887373522736,0.6481193675383145,0.3153827276524645,12.08695652173913,0.19456396103325807,17.93267136352758,108.18757202545845,0.018824093211561078,0.6442828725818331,1.0,18,33.87785625372379,167.6462136443857,0.0,9
1377.75761033926,13,139.2258864894489,28.69633128285709,12,50.928730041020565,Dynamic Enterprises,Global Corporation,4989.619684185427,0.49323335025505183,0.5603984955917368,2.86906224709001,0.6661700045241271,0.41723547505126446,15.333333333333334,0.27752212490175787,48.96605585115302,115.08608296146086,0.015771656890733662,0.8812470186308808,1.0,23,50.53978511596454,231.0785041371714,2.5521236682042066,14
2257.8516358597103,18,165.38559877829056,20.15603299533792,13,54.51351003750191,Innovative Corporation,Swift Enterprises,8796.877662626339,0.7202791049634283,0.7078743458171013,1.3304893116020993,1.0937155097781341,0.3183574588767826,11.5,0.20967546721724048,24.82455462889372,109.9675847139686,0.022978321973867854,0.6746396559750775,0.875,16,64.72242767346219,184.67193733815847,1.3181085119540363,14
1823.0128327588318,16,157.20677317504848,45.49506905560972,12,55.92151061572148,Dynamic Group,Elite Consulting,7763.795858447232,0.34104070233576556,0.46154835523477916,1.49540818818821,0.9227311503763778,0.27455701451696873,14.04,0.19868510062824665,26.981647970275166,98.95843787951273,0.007871664365072754,0.6418693848744847,1.0,17,46.5547156957735,189.32743171279958,2.575294751106432,9
